InvoiceNo,StockCode,Description,Quantity,InvoiceDate,UnitPrice,CustomerID,Country
576371,22487,WHITE WOOD GARDEN PLANT LADDER,1.0,11/15/2011 8:07,9.95,14911.0,EIRE
542216,84378,SET OF 3 HEART COOKIE CUTTERS,12.0,1/26/2011 12:29,1.25,14911.0,EIRE
565801,22382,LUNCH BAG SPACEBOY DESIGN ,10.0,9/7/2011 10:28,1.65,12685.0,France
571030,21559,STRAWBERRY LUNCH BOX WITH CUTLERY,12.0,10/13/2011 12:26,2.55,12876.0,Belgium
564734,84375,SET OF 20 KIDS COOKIE CUTTERS,6.0,8/28/2011 13:32,2.1,12484.0,Spain
549953,22139,RETROSPOT TEA SET CERAMIC 11 PC ,12.0,4/13/2011 13:15,4.95,12766.0,Portugal
559704,23204,CHARLOTTE BAG APPLES DESIGN,10.0,7/12/2011 9:54,0.85,12669.0,France
545709,22555,PLASTERS IN TIN STRONGMAN,12.0,3/7/2011 9:49,1.65,12708.0,Germany
551389,22133,PINK LOVE HEART SHAPE CUP,12.0,4/28/2011 11:45,0.85,12437.0,France
568048,21873,IF YOU CAN'T STAND THE HEAT MUG,12.0,9/23/2011 12:36,1.25,14911.0,EIRE
553686,21534,DAIRY MAID LARGE MILK JUG,3.0,5/18/2011 13:58,4.95,14911.0,EIRE
568698,35970,ZINC FOLKART SLEIGH BELLS,12.0,9/28/2011 14:57,1.69,14911.0,EIRE
565416,23289,DOLLY GIRL CHILDRENS BOWL,8.0,9/4/2011 12:00,1.25,12710.0,Germany
579529,84375,SET OF 20 KIDS COOKIE CUTTERS,12.0,11/30/2011 8:50,2.1,12488.0,France
545657,84978,HANGING HEART JAR T-LIGHT HOLDER,12.0,3/4/2011 14:02,1.25,14911.0,EIRE
C549098,21399,BLUE POLKADOT COFFEE MUG,-14.0,4/6/2011 11:06,0.39,12481.0,Germany
544479,22755,SMALL PURPLE BABUSHKA NOTEBOOK ,72.0,2/21/2011 10:28,0.72,14646.0,Netherlands
569568,16048,TEATIME ROUND PENCIL SHARPENER ,24.0,10/5/2011 9:57,0.12,12700.0,France
550137,22990,COTTON APRON PANTRY DESIGN,6.0,4/14/2011 13:59,4.95,12477.0,Germany
552883,21672,WHITE SPOT RED CERAMIC DRAWER KNOB,96.0,5/12/2011 10:13,1.06,14646.0,Netherlands
578541,84029G,KNITTED UNION FLAG HOT WATER BOTTLE,2.0,11/24/2011 15:01,4.25,14277.0,France
552882,23169,CLASSIC GLASS SWEET JAR,18.0,5/12/2011 10:10,4.15,14646.0,Netherlands
541962,21880,RED RETROSPOT TAPE,12.0,1/24/2011 12:58,0.65,12693.0,Germany
548011,84992,72 SWEETHEART FAIRY CAKE CASES,120.0,3/29/2011 11:14,0.42,14646.0,Netherlands
537594,47559B,TEA TIME OVEN GLOVE,20.0,12/7/2010 12:28,1.25,12647.0,Germany
547892,21983,PACK OF 12 BLUE PAISLEY TISSUES ,24.0,3/28/2011 10:15,0.29,12669.0,France
569866,20767,BLUE PAISLEY JOURNAL ,1.0,10/6/2011 14:50,2.55,12757.0,Portugal
571445,20914,SET/5 RED RETROSPOT LID GLASS BOWLS,6.0,10/17/2011 13:44,2.95,12463.0,Belgium
572069,23403,LETTER HOLDER HOME SWEET HOME,4.0,10/20/2011 13:24,3.75,14911.0,EIRE
571409,84879,ASSORTED COLOUR BIRD ORNAMENT,16.0,10/17/2011 12:25,1.69,14911.0,EIRE
581433,72799E,IVORY PILLAR CANDLE SILVER FLOCK,12.0,12/8/2011 15:54,0.79,14911.0,EIRE
575692,20973,12 PENCIL SMALL TUBE WOODLAND,5.0,11/10/2011 16:27,0.65,12508.0,France
563477,22645,CERAMIC HEART FAIRY CAKE MONEY BANK,1.0,8/16/2011 15:39,1.45,17097.0,Spain
542894,22291,HANGING CHICK CREAM DECORATION,24.0,2/1/2011 13:45,1.45,12775.0,Netherlands
572886,22367,CHILDRENS APRON SPACEBOY DESIGN,8.0,10/26/2011 13:46,1.95,12448.0,Spain
555947,22994,TRAVEL CARD WALLET RETROSPOT,24.0,6/8/2011 10:45,0.42,14911.0,EIRE
567899,21481,FAWN BLUE HOT WATER BOTTLE,8.0,9/22/2011 16:26,3.75,14911.0,EIRE
536975,20961,STRAWBERRY BATH SPONGE ,10.0,12/3/2010 14:04,1.25,14911.0,EIRE
577039,23052,RECYCLED ACAPULCO MAT TURQUOISE,2.0,11/17/2011 13:30,8.25,12539.0,Spain
540458,21155,RED RETROSPOT PEG BAG,6.0,1/7/2011 12:28,2.1,12501.0,Germany
546760,22138,BAKING SET 9 PIECE RETROSPOT ,3.0,3/16/2011 14:00,4.95,12597.0,Spain
567380,21262,WHITE GOOSE FEATHER CHRISTMAS TREE ,6.0,9/20/2011 10:06,2.95,12620.0,France
546212,22843,BISCUIT TIN VINTAGE GREEN,12.0,3/10/2011 11:33,5.95,14156.0,EIRE
569562,23551,PACK OF 12 PAISLEY PARK TISSUES ,24.0,10/5/2011 9:43,0.39,12720.0,Germany
570672,22449,SILK PURSE BABUSHKA PINK,6.0,10/11/2011 14:52,3.35,12536.0,France
577606,23247,BISCUIT TIN 50'S CHRISTMAS,6.0,11/21/2011 9:11,2.89,12462.0,Spain
555719,22781,GUMBALL MAGAZINE RACK,2.0,6/6/2011 15:31,7.65,12609.0,Germany
551656,82600,NO SINGING METAL SIGN,12.0,5/3/2011 12:10,2.1,14911.0,EIRE
541220,22960,JAM MAKING SET WITH JARS,60.0,1/14/2011 14:11,3.75,14156.0,EIRE
579345,22617,BAKING SET SPACEBOY DESIGN,3.0,11/29/2011 11:46,4.95,12727.0,France
581493,20724,RED RETROSPOT CHARLOTTE BAG,10.0,12/9/2011 10:10,0.85,12423.0,Belgium
574740,84378,SET OF 3 HEART COOKIE CUTTERS,12.0,11/6/2011 16:07,1.45,12357.0,Switzerland
580152,22708,WRAP DOLLY GIRL,25.0,12/2/2011 10:22,0.42,12364.0,Belgium
547789,22957,SET 3 PAPER VINTAGE CHICK PAPER EGG,6.0,3/25/2011 12:04,2.95,14911.0,EIRE
562729,POST,POSTAGE,1.0,8/9/2011 10:05,18.0,12569.0,Germany
575787,22273,FELTCRAFT DOLL MOLLY,6.0,11/11/2011 11:18,2.95,12518.0,Germany
540550,22448,PIN CUSHION BABUSHKA RED,6.0,1/10/2011 9:11,3.35,12539.0,Spain
560916,23250,VINTAGE RED TRIM ENAMEL BOWL ,24.0,7/21/2011 18:19,1.25,14911.0,EIRE
575751,21733,RED HANGING HEART T-LIGHT HOLDER,24.0,11/11/2011 10:32,2.95,14911.0,EIRE
570703,21175,GIN + TONIC DIET METAL SIGN,12.0,10/12/2011 9:50,2.55,14911.0,EIRE
576322,21217,RED RETROSPOT ROUND CAKE TINS,2.0,11/14/2011 15:03,9.95,12642.0,Germany
574056,22467,GUMBALL COAT RACK,72.0,11/2/2011 14:09,2.1,14646.0,Netherlands
540351,20725,LUNCH BAG RED RETROSPOT,10.0,1/6/2011 14:26,1.65,12735.0,France
577850,22142,CHRISTMAS CRAFT WHITE FAIRY ,12.0,11/22/2011 11:04,1.45,14911.0,EIRE
559134,22029,SPACEBOY BIRTHDAY CARD,12.0,7/6/2011 13:14,0.42,12700.0,France
573892,22697,GREEN REGENCY TEACUP AND SAUCER,6.0,11/1/2011 13:57,2.95,14911.0,EIRE
554106,22333,RETROSPOT PARTY BAG + STICKER SET,8.0,5/22/2011 14:05,1.65,12710.0,Germany
546755,21524,DOORMAT SPOTTY HOME SWEET HOME,2.0,3/16/2011 13:29,7.95,12502.0,Spain
571445,22398,MAGNETS PACK OF 4 SWALLOWS,12.0,10/17/2011 13:44,0.39,12463.0,Belgium
554650,23206,LUNCH BAG APPLE DESIGN,10.0,5/25/2011 12:54,1.65,12681.0,France
559889,23306,SET OF 36 DOILIES PANTRY DESIGN,72.0,7/13/2011 11:48,1.45,12678.0,France
544355,22367,CHILDRENS APRON SPACEBOY DESIGN,8.0,2/18/2011 10:53,1.95,12714.0,France
567280,22697,GREEN REGENCY TEACUP AND SAUCER,24.0,9/19/2011 11:46,2.55,14646.0,Netherlands
575508,22492,MINI PAINT SET VINTAGE ,576.0,11/10/2011 10:32,0.55,14646.0,Netherlands
576653,22993,SET OF 4 PANTRY JELLY MOULDS,72.0,11/16/2011 10:45,1.06,14156.0,EIRE
562670,84877B,GREEN ROUND COMPACT MIRROR,24.0,8/8/2011 13:42,1.25,14911.0,EIRE
541430,22195,LARGE HEART MEASURING SPOONS,12.0,1/18/2011 9:50,1.65,12356.0,Portugal
565214,22699,ROSES REGENCY TEACUP AND SAUCER ,24.0,9/1/2011 17:20,2.55,14911.0,EIRE
577344,22435,SET OF 9 HEART SHAPED BALLOONS,24.0,11/18/2011 15:14,1.25,12437.0,France
556509,22989,SET 2 PANTRY DESIGN TEA TOWELS,,6/13/2011 10:33,3.25,12708.0,Germany
551818,37450,CERAMIC CAKE BOWL + HANGING CAKES,12.0,5/4/2011 11:57,2.95,12569.0,Germany
545937,22957,SET 3 PAPER VINTAGE CHICK PAPER EGG,12.0,3/8/2011 12:05,2.95,12758.0,Portugal
564372,22418,10 COLOUR SPACEBOY PEN,24.0,8/25/2011 9:55,0.85,12714.0,France
550145,22382,LUNCH BAG SPACEBOY DESIGN ,10.0,4/14/2011 14:15,1.65,12637.0,France
573289,23118,PARISIENNE JEWELLERY DRAWER ,4.0,10/28/2011 14:44,7.5,12705.0,Germany
544931,85175,CACTI T-LIGHT CANDLES,16.0,2/24/2011 18:59,0.42,13501.0,Switzerland
574740,15056BL,EDWARDIAN PARASOL BLACK,9.0,11/6/2011 16:07,5.95,12357.0,Switzerland
573391,23136,IVORY WIRE SWEETHEART LETTER TRAY,4.0,10/30/2011 14:57,3.75,14911.0,EIRE
564972,22176,BLUE OWL SOFT TOY,6.0,8/31/2011 15:30,2.95,12621.0,Germany
569844,21243,PINK  POLKADOT PLATE ,24.0,10/6/2011 13:30,1.69,12626.0,Germany
568650,22736,RIBBON REEL MAKING SNOWMEN ,10.0,9/28/2011 11:56,1.65,13505.0,Switzerland
549118,85144,JARDIN ETCHED GLASS CHEESE DISH,12.0,4/6/2011 13:18,1.95,14911.0,EIRE
547925,22525,CHILDRENS GARDEN GLOVES PINK,10.0,3/28/2011 13:57,1.25,12481.0,Germany
543387,POST,POSTAGE,10.0,2/8/2011 9:41,15.0,14646.0,Netherlands
553348,21232,STRAWBERRY CERAMIC TRINKET BOX,12.0,5/16/2011 13:20,1.25,14911.0,EIRE
578550,23236,STORAGE TIN VINTAGE DOILY ,6.0,11/24/2011 15:03,2.89,12720.0,Germany
563076,21559,STRAWBERRY LUNCH BOX WITH CUTLERY,60.0,8/11/2011 16:12,2.1,14646.0,Netherlands
545536,21531,RED RETROSPOT SUGAR JAM BOWL,6.0,3/3/2011 14:12,2.55,12417.0,Belgium
555650,22191,IVORY DINER WALL CLOCK,2.0,6/6/2011 13:48,8.5,14156.0,EIRE
569866,23238,SET OF 4 KNICK KNACK TINS LONDON ,1.0,10/6/2011 14:50,4.15,12757.0,Portugal
575735,23435,3 RAFFIA RIBBONS VINTAGE CHRISTMAS,10.0,11/11/2011 8:46,0.79,14156.0,EIRE
562560,20972,PINK CREAM FELT CRAFT TRINKET BOX ,2.0,8/5/2011 17:12,1.25,14156.0,EIRE
564140,21194,PINK  HONEYCOMB PAPER FAN,12.0,8/23/2011 11:47,0.65,12621.0,Germany
566987,22423,REGENCY CAKESTAND 3 TIER,6.0,9/16/2011 10:56,12.75,12476.0,Germany
541631,21509,COWBOYS AND INDIANS BIRTHDAY CARD ,12.0,1/20/2011 10:48,0.42,12637.0,France
564650,23192,BUNDLE OF 3 ALPHABET EXERCISE BOOKS,48.0,8/26/2011 14:17,1.45,14646.0,Netherlands
559362,22208,WOOD STAMP SET THANK YOU,12.0,7/8/2011 8:43,0.83,12635.0,Germany
561470,23298,SPOTTY BUNTING,3.0,7/27/2011 13:14,4.95,12523.0,France
574550,84029G,KNITTED UNION FLAG HOT WATER BOTTLE,3.0,11/4/2011 15:18,4.25,12484.0,Spain
546479,23176,ABC TREASURE BOOK BOX ,8.0,3/14/2011 11:38,2.25,12682.0,France
576899,22624,IVORY KITCHEN SCALES,2.0,11/17/2011 8:49,8.5,14911.0,EIRE
575067,23445,ICE CREAM BUBBLES,20.0,11/8/2011 12:45,0.83,12583.0,France
555936,21084,SET/6 COLLAGE PAPER CUPS,24.0,6/8/2011 9:16,0.19,12567.0,France
580753,84375,SET OF 20 KIDS COOKIE CUTTERS,12.0,12/6/2011 10:00,2.1,12682.0,France
563482,21216,"SET 3 RETROSPOT TEA,COFFEE,SUGAR",1.0,8/16/2011 15:54,4.95,17097.0,Spain
546861,21508,VINTAGE KID DOLLY CARD ,12.0,3/17/2011 15:03,0.42,14911.0,EIRE
571556,22175,PINK OWL SOFT TOY,6.0,10/18/2011 9:24,2.95,12662.0,Germany
565430,22302,COFFEE MUG PEARS  DESIGN,6.0,9/4/2011 13:07,2.55,14335.0,Germany
566987,23018,LARGE APOTHECARY MEASURING JAR ,3.0,9/16/2011 10:56,12.5,12476.0,Germany
576051,22423,REGENCY CAKESTAND 3 TIER,6.0,11/13/2011 14:45,12.75,14911.0,EIRE
562568,20719,WOODLAND CHARLOTTE BAG,10.0,8/7/2011 11:59,0.85,12720.0,Germany
544074,22948,METAL DECORATION NAUGHTY CHILDREN ,24.0,2/15/2011 14:49,0.85,14156.0,EIRE
571824,23346,SPACEBOY BEAKER,12.0,10/19/2011 11:49,1.25,12472.0,Germany
569866,M,Manual,2.0,10/6/2011 14:50,1.25,12757.0,Portugal
568095,90059F,DIAMANTE HAIR GRIP PACK/2 LT ROSE,6.0,9/23/2011 14:49,1.65,14911.0,EIRE
549680,22328,ROUND SNACK BOXES SET OF 4 FRUITS ,6.0,4/11/2011 13:02,2.95,12701.0,Germany
542229,21381,MINI WOODEN HAPPY BIRTHDAY GARLAND,12.0,1/26/2011 13:38,1.69,12474.0,Germany
551657,23207,LUNCH BAG ALPHABET DESIGN,10.0,5/3/2011 12:12,1.65,14911.0,EIRE
556469,22356,CHARLOTTE BAG PINK POLKADOT,50.0,6/12/2011 11:37,0.85,12516.0,Germany
572065,22423,REGENCY CAKESTAND 3 TIER,1.0,10/20/2011 13:06,12.75,12556.0,Spain
552013,22396,MAGNETS PACK OF 4 RETRO PHOTO,12.0,5/5/2011 17:34,1.25,12451.0,Switzerland
571745,84030E,ENGLISH ROSE HOT WATER BOTTLE,4.0,10/19/2011 10:48,4.25,14911.0,EIRE
568654,72817,SET OF 2 CHRISTMAS DECOUPAGE CANDLE,12.0,9/28/2011 12:20,1.25,14911.0,EIRE
555937,22907,PACK OF 20 NAPKINS PANTRY DESIGN,24.0,6/8/2011 9:39,0.85,12683.0,France
557232,85032B,BLOSSOM IMAGES GIFT WRAP SET,12.0,6/17/2011 14:28,0.65,12463.0,Belgium
565865,23238,SET OF 4 KNICK KNACK TINS LONDON ,6.0,9/7/2011 15:07,4.15,12637.0,France
570672,21915,RED  HARMONICA IN BOX ,12.0,10/11/2011 14:52,1.25,12536.0,France
568208,23109,PACK OF SIX LED TEA LIGHTS,6.0,9/25/2011 15:35,2.89,12783.0,Portugal
570700,22698,PINK REGENCY TEACUP AND SAUCER,6.0,10/12/2011 9:29,2.95,14156.0,EIRE
537818,22444,GROW YOUR OWN PLANT IN A CAN ,24.0,12/8/2010 13:53,1.25,12766.0,Portugal
566816,22662,LUNCH BAG DOLLY GIRL DESIGN,20.0,9/15/2011 10:53,1.65,12731.0,France
571425,21891,TRADITIONAL WOODEN SKIPPING ROPE,12.0,10/17/2011 12:41,1.45,14911.0,EIRE
569332,84596F,SMALL MARSHMALLOWS PINK BOWL,4.0,10/3/2011 13:46,0.42,12637.0,France
575692,46000S,POLYESTER FILLER PAD 40x40cm,5.0,11/10/2011 16:27,1.45,12508.0,France
581003,48194,DOORMAT HEARTS,2.0,12/7/2011 8:38,8.25,14911.0,EIRE
573748,22423,REGENCY CAKESTAND 3 TIER,3.0,11/1/2011 9:24,12.75,14911.0,EIRE
550899,22949,36 DOILIES DOLLY GIRL,12.0,4/21/2011 12:07,1.45,13505.0,Switzerland
543030,21086,SET/6 RED SPOTTY PAPER CUPS,24.0,2/2/2011 15:22,0.65,12437.0,France
552262,22746,POPPY'S PLAYHOUSE LIVINGROOM ,6.0,5/8/2011 11:37,2.1,14911.0,EIRE
539473,22147,FELTCRAFT BUTTERFLY HEARTS,12.0,12/19/2010 14:24,1.45,14911.0,EIRE
571308,23506,MINI PLAYING CARDS SPACEBOY ,20.0,10/17/2011 10:10,0.42,12475.0,Germany
572035,22637,PIGGY BANK RETROSPOT ,48.0,10/20/2011 12:03,2.1,14646.0,Netherlands
563355,23307,SET OF 60 PANTRY DESIGN CAKE CASES ,24.0,8/15/2011 14:39,0.55,14156.0,EIRE
568650,22613,PACK OF 20 SPACEBOY NAPKINS,12.0,9/28/2011 11:56,0.85,13505.0,Switzerland
546851,22223,CAKE PLATE LOVEBIRD PINK,3.0,3/17/2011 13:23,4.95,12480.0,Germany
570521,22915,ASSORTED BOTTLE TOP  MAGNETS ,12.0,10/11/2011 10:43,0.42,12371.0,Switzerland
567512,23380,PACK OF 12 VINTAGE DOILY TISSUES,24.0,9/20/2011 15:03,0.39,12720.0,Germany
574501,23282,FOLDING BUTTERFLY MIRROR IVORY ,2.0,11/4/2011 13:15,0.83,12577.0,France
579393,22690,DOORMAT HOME SWEET HOME BLUE ,2.0,11/29/2011 12:07,8.25,12627.0,Germany
578298,22031,BOTANICAL LAVENDER BIRTHDAY CARD,12.0,11/23/2011 14:52,0.42,12619.0,Germany
555858,22908,PACK OF 20 NAPKINS RED APPLES,12.0,6/7/2011 14:12,0.85,14911.0,EIRE
554363,21936,RED RETROSPOT PICNIC BAG,10.0,5/24/2011 10:19,2.95,12647.0,Germany
558639,22383,LUNCH BAG SUKI DESIGN ,10.0,7/1/2011 8:55,1.65,13492.0,Switzerland
538255,21588,RETROSPOT GIANT TUBE MATCHES,12.0,12/10/2010 12:33,2.55,14911.0,EIRE
548011,23158,SET OF 5 LUCKY CAT MAGNETS ,120.0,3/29/2011 11:14,1.85,14646.0,Netherlands
581171,84077,WORLD WAR 2 GLIDERS ASSTD DESIGNS,48.0,12/7/2011 15:02,0.29,12615.0,France
576890,22909,SET OF 20 VINTAGE CHRISTMAS NAPKINS,12.0,11/16/2011 17:25,0.85,12662.0,Germany
538525,22023,EMPIRE BIRTHDAY CARD,12.0,12/13/2010 9:39,0.42,12540.0,Spain
558041,22749,FELTCRAFT PRINCESS CHARLOTTE DOLL,4.0,6/24/2011 13:20,3.75,12422.0,Switzerland
555572,21770,OPEN CLOSED METAL SIGN,2.0,6/5/2011 15:37,4.95,12449.0,Belgium
563950,23360,SET 8 CANDLES VINTAGE DOILY,12.0,8/22/2011 10:39,1.95,12471.0,Germany
C555273,22326,ROUND SNACK BOXES SET OF4 WOODLAND ,-3.0,6/1/2011 16:33,2.95,12708.0,Germany
545533,22438,BALLOON ART MAKE YOUR OWN FLOWERS,10.0,3/3/2011 14:04,1.95,12524.0,Germany
563662,23254,CHILDRENS CUTLERY DOLLY GIRL ,4.0,8/18/2011 11:40,4.15,12729.0,France
547071,22980,PANTRY SCRUBBING BRUSH,12.0,3/20/2011 13:59,1.65,12693.0,Germany
542425,22854,CREAM SWEETHEART EGG HOLDER,4.0,1/28/2011 9:20,4.95,12574.0,France
570672,84821,DANISH ROSE DELUXE COASTER,12.0,10/11/2011 14:52,0.85,12536.0,France
568103,22302,COFFEE MUG PEARS  DESIGN,6.0,9/23/2011 15:45,2.55,12518.0,Germany
579927,23173,REGENCY TEAPOT ROSES ,2.0,12/1/2011 9:20,9.95,12572.0,Germany
569028,C2,CARRIAGE,1.0,9/30/2011 10:20,50.0,14911.0,EIRE
547702,82494L,WOODEN FRAME ANTIQUE WHITE ,6.0,3/24/2011 16:45,2.95,14911.0,EIRE
563848,23310,BUBBLEGUM RING ASSORTED,36.0,8/19/2011 14:57,0.42,14911.0,EIRE
568056,23242,TREASURE TIN BUFFALO BILL ,6.0,9/23/2011 12:55,2.08,12705.0,Germany
541631,21558,SKULL LUNCH BOX WITH CUTLERY ,6.0,1/20/2011 10:48,2.55,12637.0,France
553375,85183B,CHARLIE & LOLA WASTEPAPER BIN FLORA,12.0,5/16/2011 14:53,1.25,14911.0,EIRE
544480,22846,BREAD BIN DINER STYLE RED ,4.0,2/21/2011 10:32,14.95,14646.0,Netherlands
545515,47566B,TEA TIME PARTY BUNTING,4.0,3/3/2011 12:06,4.95,12727.0,France
580153,22951,60 CAKE CASES DOLLY GIRL DESIGN,24.0,12/2/2011 10:23,0.55,12762.0,Portugal
555719,21090,SET/6 COLLAGE PAPER PLATES,24.0,6/6/2011 15:31,0.39,12609.0,Germany
565442,23241,TREASURE TIN GYMKHANA DESIGN,6.0,9/4/2011 14:09,2.08,12627.0,Germany
572986,22314,OFFICE MUG WARMER CHOC+BLUE,6.0,10/27/2011 10:51,2.95,12681.0,France
576245,20712,JUMBO BAG WOODLAND ANIMALS,10.0,11/14/2011 13:40,2.08,12553.0,France
573284,84946,ANTIQUE SILVER T-LIGHT GLASS,12.0,10/28/2011 14:27,1.25,13812.0,Germany
557466,23166,MEDIUM CERAMIC TOP STORAGE JAR,12.0,6/20/2011 13:08,1.25,13815.0,Germany
560566,22636,CHILDS BREAKFAST SET CIRCUS PARADE,2.0,7/19/2011 13:45,8.5,12662.0,Germany
553731,21896,POTTING SHED TWINE,6.0,5/19/2011 8:26,2.1,12481.0,Germany
541567,21864,UNION JACK FLAG PASSPORT COVER ,12.0,1/19/2011 11:51,2.1,12681.0,France
541269,20704,MR ROBOT SOFT TOY,8.0,1/17/2011 11:01,1.95,12626.0,Germany
567428,22141,CHRISTMAS CRAFT TREE TOP ANGEL,6.0,9/20/2011 11:35,2.1,14911.0,EIRE
547892,22551,PLASTERS IN TIN SPACEBOY,12.0,3/28/2011 10:15,1.65,12669.0,France
561468,22666,RECIPE BOX PANTRY YELLOW DESIGN,12.0,7/27/2011 13:00,2.95,12709.0,Germany
567899,22424,ENAMEL BREAD BIN CREAM,1.0,9/22/2011 16:26,12.75,14911.0,EIRE
554827,22505,MEMO BOARD COTTAGE DESIGN,24.0,5/26/2011 15:19,4.25,14646.0,Netherlands
570672,22561,WOODEN SCHOOL COLOURING SET,12.0,10/11/2011 14:52,1.65,12536.0,France
567340,23080,RED METAL BOX TOP SECRET,2.0,9/19/2011 15:02,8.25,12540.0,Spain
544074,22933,BAKING MOULD EASTER EGG MILK CHOC,4.0,2/15/2011 14:49,2.95,14156.0,EIRE
546212,22555,PLASTERS IN TIN STRONGMAN,96.0,3/10/2011 11:33,1.45,14156.0,EIRE
542128,22971,QUEENS GUARD COFFEE MUG,6.0,1/25/2011 15:13,2.55,12609.0,Germany
559173,85066,CREAM SWEETHEART MINI CHEST,2.0,7/7/2011 10:03,12.75,12540.0,Spain
C581148,23247,BISCUIT TIN 50'S CHRISTMAS,-4.0,12/7/2011 14:02,2.89,12462.0,Spain
542369,21439,BASKET OF TOADSTOOLS,12.0,1/27/2011 13:08,1.25,12645.0,Germany
540463,22027,TEA PARTY BIRTHDAY CARD,24.0,1/7/2011 13:13,0.42,12489.0,France
555941,22531,MAGIC DRAWING SLATE CIRCUS PARADE  ,48.0,6/8/2011 10:10,0.42,12726.0,France
570388,22728,ALARM CLOCK BAKELIKE PINK,4.0,10/10/2011 12:37,3.75,14911.0,EIRE
571308,22556,PLASTERS IN TIN CIRCUS PARADE ,12.0,10/17/2011 10:10,1.65,12475.0,Germany
567552,22727,ALARM CLOCK BAKELIKE RED ,12.0,9/21/2011 10:40,3.75,12583.0,France
567721,21770,OPEN CLOSED METAL SIGN,36.0,9/22/2011 10:38,4.25,12409.0,Switzerland
556578,21669,BLUE STRIPE CERAMIC DRAWER KNOB,12.0,6/13/2011 14:13,1.25,12472.0,Germany
C579192,22959,WRAP CHRISTMAS VILLAGE,-250.0,11/28/2011 15:43,0.42,12657.0,France
553017,21242,RED RETROSPOT PLATE ,5.0,5/12/2011 19:01,1.69,12757.0,Portugal
C563899,21340,CLASSIC METAL BIRDCAGE PLANT HOLDER,-1.0,8/21/2011 10:55,12.75,17097.0,Spain
562670,81952V,ROUND PURPLE CLOCK WITH SUCKER,10.0,8/8/2011 13:42,0.19,14911.0,EIRE
577125,85034B,3 WHITE CHOC MORRIS BOXED CANDLES,24.0,11/17/2011 18:43,1.25,12445.0,Spain
540455,POST,POSTAGE,3.0,1/7/2011 12:07,18.0,12583.0,France
540469,22189,CREAM HEART CARD HOLDER,4.0,1/7/2011 14:04,3.95,12484.0,Spain
559987,POST,POSTAGE,5.0,7/14/2011 12:12,18.0,12619.0,Germany
561507,22492,MINI PAINT SET VINTAGE ,36.0,7/27/2011 14:21,0.65,12397.0,Belgium
561029,20712,JUMBO BAG WOODLAND ANIMALS,10.0,7/24/2011 11:25,2.08,12490.0,France
565800,22596,CHRISTMAS STAR WISH LIST CHALKBOARD,12.0,9/7/2011 10:23,1.25,14911.0,EIRE
559134,23244,ROUND STORAGE TIN VINTAGE LEAF,6.0,7/6/2011 13:14,1.95,12700.0,France
545937,82583,HOT BATHS METAL SIGN,12.0,3/8/2011 12:05,2.1,12758.0,Portugal
567928,20713,JUMBO BAG OWLS,10.0,9/22/2011 17:31,2.08,12380.0,Belgium
542713,37447,CERAMIC CAKE DESIGN SPOTTED PLATE,12.0,1/31/2011 13:27,1.49,12668.0,Germany
574501,23505,PLAYING CARDS I LOVE LONDON ,2.0,11/4/2011 13:15,1.25,12577.0,France
575193,22556,PLASTERS IN TIN CIRCUS PARADE ,12.0,11/9/2011 9:34,1.65,12681.0,France
C548915,22993,SET OF 4 PANTRY JELLY MOULDS,-12.0,4/5/2011 9:53,1.25,12668.0,Germany
573748,23084,RABBIT NIGHT LIGHT,12.0,11/1/2011 9:24,2.08,14911.0,EIRE
567968,22141,CHRISTMAS CRAFT TREE TOP ANGEL,6.0,9/23/2011 9:44,2.1,12546.0,Spain
C571220,M,Manual,-1.0,10/14/2011 13:35,599.5,13810.0,Germany
574740,22315,200 RED + WHITE BENDY STRAWS,12.0,11/6/2011 16:07,1.25,12357.0,Switzerland
549559,21246,RED RETROSPOT BIG BOWL,6.0,4/10/2011 13:25,4.95,12447.0,Belgium
579069,22980,PANTRY SCRUBBING BRUSH,12.0,11/28/2011 10:31,1.65,14911.0,EIRE
565519,22691,DOORMAT WELCOME SUNRISE,2.0,9/5/2011 11:52,8.25,12502.0,Spain
571937,21258,VICTORIAN SEWING BOX LARGE,8.0,10/20/2011 9:28,10.95,14911.0,EIRE
544075,22843,BISCUIT TIN VINTAGE GREEN,24.0,2/15/2011 14:50,5.95,14156.0,EIRE
550313,23159,SET OF 5 PANCAKE DAY MAGNETS,12.0,4/17/2011 11:21,2.08,12681.0,France
C575160,71477,COLOUR GLASS. STAR T-LIGHT HOLDER,-2.0,11/8/2011 16:23,3.95,14911.0,EIRE
551539,23077,DOUGHNUT LIP GLOSS ,20.0,5/3/2011 8:40,1.25,12598.0,France
560635,22839,3 TIER CAKE TIN GREEN AND CREAM,1.0,7/20/2011 10:51,14.95,12521.0,Germany
572061,21094,SET/6 RED SPOTTY PAPER PLATES,24.0,10/20/2011 12:53,0.85,12474.0,Germany
560876,23229,VINTAGE DONKEY TAIL GAME ,6.0,7/21/2011 15:14,3.75,12626.0,Germany
554699,22328,ROUND SNACK BOXES SET OF 4 FRUITS ,12.0,5/26/2011 9:17,2.95,12613.0,Germany
C576903,23485,BOTANICAL GARDENS WALL CLOCK ,-1.0,11/17/2011 9:15,25.0,12712.0,Germany
566074,22111,SCOTTIE DOG HOT WATER BOTTLE,6.0,9/9/2011 8:48,4.95,12535.0,France
